Column,id,year,text,company,ciarfn
161,519078,1912,AFR IKAND E R P R O P R I ETA RTH3 OLJ3 M j NE S 7 LtUT Directors.,AFR IKAND ETA RTH OLJ,Afr Ikand Eta Rth Olj
162,342078,1909,"AFR I KA N DE R PROPR I ETAR Y QO LD M I N ES, LTD.",AFR PROPR ETAR LIMITED,Afr Propr Etar Limited
163,1033075,1921,AFRI KAN DER PROPRIETARY GOLD MINES. LTD,AFRI KAN DER PROPRIETARY GOLD,Afrikander Proprietary Gold Mines Limited
164,1074537,1922,AFRIC AN CKTY PROPERTIES,AFRIC CKTY PROPERTIES,Afric Ckty Properties
165,1032820,1921,"AFRIC CORPN., LTD.",AFRIC CORPN LIMITED,Afric Corpn Limited
166,285287,1908,"AFRIC SYNDICATE, LIMITED.",AFRIC SYNDICATE LIMITED,Ivor Syndicate Limited
167,461750,1911,AFRICA COMPANIES. 2U,AFRICA COMPANIES CINDERELLA CONSOLIDATED,Africa Companies Cinderella Consolidated
168,713667,1915,AFRICA-N PM I NPEVS ACQUISITION SY N DICATE .VL IIWITITE DH.,AFRICA NPEVS ACQUISITION DICATE IIWITITE,Africa Npevs Acquisition Dicate Iiwitite
169,298306,1908,"lyg ; lowest, f ; 1907 : highest, 1 : lowest, f. Latest price. T, T 3. N EW AFRICA NSY NEDXICFATLE, ATlONrA N D M INING LIMITED.",AFRICA NSY NEDXICFATLE ATLONLA INING,Africa Nsy Nedxicfatle Atlonla Ining
170,647793,1914,"AFRICA N0. 1 PROMOTIONS, LIMITED.",AFRICA PROMOTIONS LIMITED,Africa Promotions Limited
171,341583,1909,"AFRICA TRUST, LIMITED. Directors Qualification. £500 .",AFRICA TRUST LIMITED,Africa Trust Limited
172,341608,1909,AFRICAN ACQUISITION SYNDICATE. LIMITED. Directors. D. E. Higham. | M.H.Myers.,AFRICAN ACQUISITION SYNDICATE LIMITED,African Acquisition Syndicate Limited
173,991617,1920,"AFRICAN ADVENTURERS, LTD. Directors F. Airris; H. E. Evans. Secretary and Ofllces F. Airris. 62, London Wall, E.C.",AFRICAN ADVENTURERS LIMITED,African Adventurers Limited Flo
174,211433,1895,"AFRICAN ALLUVIAL GOLD MINES, LIMITED.",AFRICAN ALLUVIAL GOLD MINES LIMITED,African Alluvial Gold Mines Limited
175,605604,1913,"AFRICAN AND AUSgTRALlAN COMPANY. LIMITED. J. Directors Qualification, 1,000 shares £100 . B. Palmer, Chairman. I E. A. Foster. l E. Pope.",AFRICAN AND AUSGTRALGAN COMPANY LIMITED,African And Ausgtralgan Company Limited
176,276189,1908,"AFRICAN AND AUSTRALIAN .COMPANY, LIMITED. J. B. Palmer,Directors Qualification, 1,000 snares £100 . Chairman. | E. A. Poster. | Edward Pope. Bankers Bank of Austral a ia, Limited. | Auditors Woodthorpe, Bevan & Co. Secretary and Offices A. H. Foster, 6, Great St. Helens, E.C. N.T., 135S Avenue.",AFRICAN AND AUSTRALIAN COMPANY LIMITED,African And Australian Company Limited
177,545287,1912,AFRICAN AND AUSTRALIAN,AFRICAN AND AUSTRALIAN COMPANY LIMITED,African And Eastern Concesstonst Limited
178,903364,1918,AFRICAN AND EUROPEAN INVES I MENT,AFRICAN AND EUROPEAN INVES MENT,African And European Investmenl Limited
179,458083,1911,AFRICAN AND EUROPEAN INVESTMENT-eontinued.,AFRICAN AND EUROPEAN INVESTMENL LIMITED,African And European Investment Limited
180,1074453,1922,AFRICAN AND EUROPEAN NVESTMENT CO.. LTD. Directors.,AFRICAN AND EUROPEAN NVESTMENT LIMITED,African And Europeanwinvestment Limited
181,647810,1914,"AFRICAN AND EUROPEAN INVEBTMENT London Manager A. D. Owen. London Bankers London City and Midland Bank, Limited. London Bolicitorn Ingle, Secretary Holmes, Sons & Pott. | London Auditors P. L. Ellis 8: Jo. and omces G. D. Massey. Lewis and Msrlrs Brig Box 2567, Johannesburg.",AFRICAN AND EUROPEANWINVESTMENT LIMITED,African And Europedan Investment Limited
182,1032896,1921,AFRICAN AND EUROPEAN INVESTMENT,AFRICAN AND EUROPEDAN INVESTMENT LIMITED,African And Europedan Toinvestment Limited
183,573463,1913,AFRICAN AND EUROPEAN INVESTMENT,AFRICAN AND EURQELEAM LNLESTMENT LIMITED,African And Eurqeleam Lnlestment Limited
184,285325,1908,AFRICAN AND COLONIAL,AFRICAN AND GENERAL EXPLORATION LIMITED,African And General Exploration Limited
185,396971,1910,AFRICAN AND GENERAL EXPLORATTON CO.. LTDT,AFRICAN AND GENERAL EXPLORATTON LTDT,African And General Exploration Limited
186,148999,1893,"AFRICAN BORING SYNDICATE, LIMITED.",AFRICAN BORING SYNDICATE LIMITED,African Boring Syndicate Limited
187,251091,1903,"AFRICAN BRITISH COLUMBIA CORPORATION,",AFRICAN BRITISH COLUMBIA CORPORATION,African British Columbia Corporation
188,251104,1903,AFRICAN BRITISH COLUMBIA,AFRICAN BRITISH COLUMBIA CORPORATION,African British Columbia Corporation
189,647861,1914,"Ordinary lineage raced cosmic, . r, v, , M V , AFRICAN CITY PROEERTiIES TRUST, LIMITED. Trustees for Debenture-Holdars. A. Davidson ; V. B. l ritton.",AFRICAN CITY PROEERTIIES TRUST LIMITED,African City Proeertiies Trust Limited
190,762082,1916,"AFRICAN CITY PROPERTIES TRUST, LIMI ED. Trustees for Debenture-Holders. A. Davidson; A. Fell, M.P. Directors Qualification, 250 shares .",AFRICAN CITY PROPERTIES TRUST LIMI,African City Properties Trust Limited
191,1116552,1923,AFRICAN CITY PROPERTIES,AFRICAN CITY PROPERTIES TRUST LIMITED,African City Properties Trustqlimited
192,397027,1910,"AFRICAN CLAIM AND LAN D CO M PAN Y, LIMITED.",AFRICAN CLAIM AND LAN PAN,African Claim And Land Limited
193,211497,1895,"AFRICAN COAL AND EXPLORATION COMPANY,",AFRICAN COAL AND EXPLORATION COMPANY,African Coal And Exploration Company
194,285078,1908,AFRICAN COHPAMES. 171,AFRICAN COHPAMES ABBONTIAKOON BLOCK,African Colonies Company Limited
195,292675,1908,AFRICAN COMPANIEB. 313,AFRICAN COMPANIEB FEANK SMITH DIAMOND,African Concessions Syndicate Limited
196,397050,1910,"AFRICAN CONCESSIONS SYNDICATE, LIMITED.",AFRICAN CONCESSIONS SYNDICATE LIMITED,African Concessions Syndicate Limited
197,80779,1889,"AFRICAN CONCESSIONS TRUST, LIMITED.",AFRICAN CONCESSIONS TRUST LIMITED,African Consolidated Investment Limited
198,518790,1912,"AFRICAN CONSOLIDATED INVESTMENT CO., LTD.",AFRICAN CONSOLIDATED INVESTMENT LIMITED,African Consolidationisyndicate Limited Themepewxfqf African
199,1116570,1923,"AFRICAN DEVELOPM ENDT AtN D GENERAL TRUST, LTD. 1rec ors.",AFRICAN DEVELOPM ENDT GENERAL TRUST,African Development Corporation Limited
200,713453,1915,"AFRICAN DIAMOND DEVELOPMENT COM PANY, LTD.",AFRICAN DIAMOND DEVELOPMENT COM PANY,African Diamondj Edging Syndicate Limited
201,647916,1914,"Tmhe authorised capital is £125.000, in 500,000 shares of 5s. each. AFRICAN DREDGERS, LIMITED",AFRICAN DREDGERS LIMITED,African Dredgers Limited
202,116508,1891,"AFRICAN ESTATES AGENCY, LIMITED.",AFRICAN ESTATES AGENCY LIMITED,African Estates And Mining Company
203,231287,1895,"AFRICAN ESTATES COMPANY, LIMITED.",AFRICAN ESTATES COMPANY LIMITED,African Estates And Mining Company
204,80789,1889,AFRICAN EXCHEQUER GOLD MINING AND,AFRICAN EXCHEQUER GOLD MINING AND,African Exploration And Development Company
205,116533,1891,AFRICAN EXPLORATION AND INVESTMENT,AFRICAN EXPLORATION AND INVESTMENT COMPANY,African Exploration And Investment Company
206,341797,1909,"AFRICAN EXPLORERS, LI MlTEDT Directors Alfred Ash. I W. McKeand. Secretary and Offloes W. W. Macalistcr, 80, Coleman Street, E.C.",AFRICAN EXPLORERS MLTEDT,African Expltcoormaptainoyn Liamnitedd Development
207,341803,1909,AFRICAN FARMS. LIMITED.,AFRICAN FARMS LIMITED,African Farms Limited Cmihiigi Calg
208,518953,1912,AFRICAN nvflNERAL ESTATES LIMITED,AFRICAN FLNERAL ESTATES LIMITED,African Flneral Estates Limited
209,831612,1917,"AFRICAN FRDEireEcHtoOrsL QDualificCatOionA, L£100 .LANDS, LTD.",AFRICAN FRDEIR QDIR LANDS LIMITED,African Frdeir Qdir Lands Limited
210,831616,1917,"AFRICAN FREEEIOLD COAL LANDS - Secretary Auditors Cole, James, Bond & Co. and Offices W. G. Newman, Finsbury Court, E.C.",AFRICAN FRDEIR QDIR LANDS LIMITED,African Freehold Coal Lands Limited
211,458196,1911,AFRICAN FREEHOLD COAL LANDSr LTDr Directors Qualification £100 .,AFRICAN FREEHOLD COAL LANDSR LTDR,African Freehold Coal Lands Limited
212,397128,1910,"AFRICAN GCOOLNDCESDSIORNESD, GILNIMGITEDA.ND MINING",AFRICAN GCOOLNDCESDSIORNESD GILNIMGITEDA MINING,African Gcoolndcesdsiornesd Gilnimgiteda Mining
213,573698,1913,"AFRICAN GODLDireRcECtoOrVsEmRYmCtOMPANY, LIMITED. first. £100 .",AFRICAN GODLDIRERCECIRO VEECRYICCOMPANY LIMITED,African Godldirerceciro Veecryiccompany Limited
214,245237,1903,AFRICAN GOLD COAST. LIMITEDf,AFRICAN GOLD COAST LIMITEDF,African Gold Ecovery Company Limitept
215,341930,1909,AFRICAN GOLD RECOVERY.,AFRICAN GOLD ECOVERY COMPANY LIMITEPT,African Gold Recovery Company Limited
216,231341,1895,"AFRICAN GOLD RECOVERY COMPANY, LIMITED.",AFRICAN GOLD RECOVERY COMPANY LIMITED,African Gold Recovery Company Limitept
217,285644,1908,"AFRICAN GOLD RECOVERY COMPANY. LIMITEPT Direotors Qualification, 250 Bhares .",AFRICAN GOLD RECOVERY COMPANY LIMITEPT,African Gold Recovery Company Limited
218,80825,1889,"AFRICAN GOLD SHARE INVESTMENT COMPANY,",AFRICAN GOLD SHARE INVESTMENT COMPANY,African Gold Share Investment Company
219,396978,1910,"ls7 Bank. This company was registered April 28th, 1903, and entered into ac agreement to acquire from J. Woolf Cohon, 7,700 fully-paid shares in Adventurers Ashanti and Wassan , Limited, and the benefit of certain services in connection with New Zealand and Egypt. The purchase consideration for shares and services was £17,500, in 20,000 shares credited as 17s. 6d. paid. The Bulawayo Gold Beefs Development, Ltd. registered July 9th, 1897, tee vol. for 1905 , has linen absorbed, also the Luit Syndicate, Ltd. registered February 11th, 1001, . ce rol. for 1905 . The authorised capital is £50,000, in 5C,000 shares of £1 each ; 43,042 shares are issued and fully paid. No accounts yet issued. Transfer form, common : fee, 2s. 6d. AFRICAN And mex ICAN Ml nes DEVELOPMENT COMPANY. LIMITED. This company was registered December 29th, 1901 sec vol. for 1906 . On February 19th, 1909, the company was dissolved. AFRICAN CITY PROPERTIES TRU tTTTWtED. Trustees for Debenture-Holders.",AFRICAN ICAN DEVELOPMENT COMPANY LIMITED,African Ican Development Company Limited
220,1116581,1923,AFRICAN INTERNIATIONAL co RPN. LTD,AFRICAN INTERNIATIONAL RPN LIMITED,African Investment Corporation Limited
221,647994,1914,AFRICAN IREEHOLD COAL LANDS,AFRICAN IREEHOLD COAL LANDS,African Ireehold Coal Lands
222,573589,1913,AFRICAN jgRMg. LIMITED.,AFRICAN JGRMG LIMITED,African Jgrmg Limited
223,991749,1920,"AFRICAN JJAND AND INVESTMENT sippi River Power Co., 235 Shamva. Mines, 200 South-West Diamonds, 200",AFRICAN JJAND AND INVESTMENT,African Jjand And Investment
224,341936,1909,"AFRICAN LAKES CORPORATTON, LIMITED.-",AFRICAN LAKES CORPORATTON LIMITED,African Lan And Investment Limited
225,648074,1914,"AFRICAN LAN D INVESTMENT CO., LTD.",AFRICAN LAN INVESTMENT LIMITED,African Lan Iwestment Cot Limited
226,458281,1911,AFRICAN LAN CT AN D IWESTMENT C0T LTD. Directors.,AFRICAN LAN IWESTMENT COT LIMITED,African Land And Investment Limited
227,903506,1918,AFRICAN LAN D AN D INVESTMENT,AFRICAN LAND AND LNVESTMENJTVECTME,African Land And Investment Limited
228,903521,1918,"AFRICAN METALS SYNDICATE, LTD.",AFRICAN METALS SYNDICATE LIMITED,African Metals Syndicate Limited
229,648113,1914,"AFRICAN MICA ,M liNES, LIMITED. Directors 4.1. B. Gates; 1 . F. Hanpt. Bankers Pan s Bank, Ltd. ; Standard Bank of South Africa, Ltd,",AFRICAN MICA LINES LIMITED,African Mica Mines Limited
230,762349,1916,"AFRICAN MINDEirsecto 1rs9.13 , LIMITED.",AFRICAN MICA MINES LIMITED,African Mineral Syndicate Limited
231,116704,1891,AFRICAN MINING AGENCY AND INVESTMENT,AFRICAN MINES DEVELOPMENT COMPANY,African Mines Development Company
232,648130,1914,"AFRICAN MINES 1913 , LIMITED. R Hill, Director. Mirmnrl- I J. 3. Campbell. I F. Gartside.",AFRICAN MINES LIMITED,African Mining Agency Limited
233,397302,1910,AFRICAN MINING TRUST. LIMITED.,AFRICAN MINING AGENCY LIMITED,African Mining And General Syndicate
234,149,1887,"AFRICAN MINING CORPORATION,",AFRICAN MINING CORPORATION,African Mining Corporation Limited
235,341784,1909,"s ettling dav in shares, Nos. 1 to 50,000. Latest prioe, 4. AFRICAN D I A MON D D REDGI NG SYND., LI M ITEDT",AFRICAN MON REDGI SYNDICATE ITEDT,African Mineral Syndicate Limited
236,575197,1913,AFRICAN coups NIES. 29,AFRICAN NIES GOLD GOABT,African Nies Gold Goabt
237,285717,1908,"AFRICAN ORE CONCENTRATION SYNDICATE, LTD.",AFRICAN ORE CONCENTRATION SYNDICATE LIMITED,African Ore Concentration Syndicate Limited
238,342040,1909,AFRICAN ORE CONCENTRATION SYNDICATE. LTDT,AFRICAN ORE CONCENTRATION SYNDICATE LTDT,African Ore Concentration Syndicate Limited
239,458367,1911,"£8,593; contingent liability £300 boing debenture interest unpaid for 1906 . AFRICAN OXIDE SYNDICATE. LIMITED",AFRICAN OXIDE SYNDICATE LIMITED,African Oxide Syndicate Limited
240,211678,1895,"AFRICAN PIONEERS COMPANY, LIMITED.",AFRICAN PIONEERS COMPANY LIMITED,African Pioneers Company Limited
241,458374,1911,"are issued, 2 being fully paid and 3098 having 10s. paid. AFRICAN PROSPECTING SYN D ICATE, LIM ITED Directors Qualification 510 shares . Sir John H. N. Graham, Bart., J.P. | James N. Graham. | A. MacMillan. | J. M. Dick",AFRICAN PROSPECTING SYN ICATE LIM,African Prospecting Syndicate Limited
242,573564,1913,AFRICAN QREDGERS- LIMITED.,AFRICAN QREDGERS LIMITED,African Qredgers Limited
243,458379,1911,"Tho authorised capital is £50,0U0 in 50,000 shares of £1 each. AFRICAN REEFS, LIMITED.",AFRICAN REEFS LIMITED,African Reefs Limited
244,573885,1913,"debelitures created November, 1911. A AFRICAN SALTFlETRE COIYLPANY, LIMITED.",AFRICAN SALTFLETRE COIYLPANY LIMITED,African Saltfletre Coiylpany Limited
245,285730,1908,"AFRICAN SALTPETRE COM PAN Y, LIMITED.",AFRICAN SALTPETRE COM PAN LIMITED,African Saltpetre Company Limited
246,991788,1920,"AFRICAN SALTPETRE CO., LTD.",AFRICAN SALTPETRE LIMITED,African Saltpetre Limited
247,160455,1894,"AFRICAN SEFWI GOLD MINING COMPANY, LIMITED.",AFRICAN SEFWI GOLD MINING COMPANY,African Sefwi Gold Mining Company
248,826337,1916,"W AFRICAN TIN EXPLORATIONS, LIMITED.",AFRICAN TIN EXPLORATIONS LIMITED,African Tin Explorations Limited
249,245243,1903,"AFRICAN 11111111; TRUST, LIMITED.",AFRICAN TRUST LIMITED,African Trust Limited
250,149289,1893,AFRICAN WESTERN EXPLOITATION AND,AFRICAN WESTERN EXPLOITATION AND DEVELOPMENT,African Western Exploitation And Development
251,341620,1909,AFRICAN XND EUROPEAN INVESTM E N T CO .,AFRICAN XND EUROPEAN INVESTM,African Xnd European Investm
252,285755,1908,"AFRICANDER ALLIANCE AND GENERAL SYNDICATE, LIMITED.",AFRICANDER ALLIANCE AND GENERAL SYNDICATE,Africander Alliance And General Syndicate
253,648165,1914,"AFRICANfi TIN. LIMITED. Directors Qualification, £100 .",AFRICANFI TIN LIMITED,Africanfi Tin Limited
254,518888,1912,"AFRICANn AKE TCO ORAtlON, LIMlfEDi Directors Qualification, 600 A shares .",AFRICANN AKE TCO ORANLON LIMNLEDN,Africann Ake Tco Oranlon Limnledn
255,342000,1909,"AFRICArO NES n3WTEl . Directors Qualification, one share F. Garuido ; A. H . Clark.",AFRICARO NES WTER,Africaro Nes Wter
256,347093,1909,"AFRICAS COX rA SUES. 2 ,5",AFRICAS COX SUES BEEB CONSOLIDATED,Africas Cox Sues Beeb Consolidated
257,459153,1911,AfRICAX COMPANIES. 165,AFRICAX COMPANIES ABHANTI BANKET,Africax Companies Abhanti Banket
258,149296,1893,"AFRIKANDER GOLD MINING COMPANY, LIMITED.",AFRIKANDER GOLD MINING COMPANY LIMITED,Afrikander Gold Mining Company Limited
259,762461,1916,AFRIKANDER PROPRIETARY GOLD,AFRIKANDER PROPR TARY GOLD MINES,Afrikander Proprietary Gold Mines Limited
260,397349,1910,"Phoie : 169 Wall. This company was registered in the Transvaal March 10th, 1905, and owns 247 prospecting claims and 38 diggers claims on farms Wolverand No. 383 and Itietkuil 620, together with a freehold portion of farm Kaffirnkraal, 18 morgan in extent, twenty maobine stands and two water rights situate in the Klerksdorp district, about 10 miles west of Klerksdorp, Transvaal, and formerly owned by the New Afrikander Gold Mining Co. Ltd. see vol. for 1903 . The vendors received 150,000 fnlly-paid shares. Ore reserves at June 30th, 1908, 95,fi00 tons, value ir84dwts. per ton. The authorised capital is £280,000, in 280,000 shares of £1 each j all the shares are issued and fully paid. Shareholders in the New Afrikander Company were offered the right to subscribe for 50,000 shares upon certain terms. The capital was increased from £250,000 in October, 1909, when 80,000 shares were taken up at 22s. Od. each. The directors have power to increase the capital to A 350,000 to provide shares under option rights. . AFRIKANDER PROP HI-TARY The accounts for year to Jane 30th, 1909, submitted in Johannesburg, September 23rd, 1909, showed cash £16.008; creditors £3,387. Transfer form, common ; fee, 2s. 6d., pertransferof 100 or part of 100 shares. A share register is kept in London. The 23rd August, 1905, was appointed settling day in sharas Nos. 1 to 200,000. Latest price, 2T , 2T3,r. AINIBAK GOLD CONCELISMSITIEODN. S OF WEST AFRICA. This company was registered June 29th, laoi ee vol. for 1909 . On June 21st, 1909, it was re olved to wind up voluntarily ; liquidator, A. K. Tilley, S, Staple Inn, Holborn. W.C. AKIM COCOA AND. RUBBER ESTATES, LIMITED. Offices 10, &ustrhe i , E.C. This company was registered March 27th, 1902, as the Akim Goldiields, Ltd., to adopt an agreement with the Bartie Corpu., Ltd., to acquire 12 properties in Eastern Akim, Akim Mansn and Wassau districts of the Gold Coast Colony. The consideration was £116,000 in shares. The name was changed in August, 1908. The authorised capital is£l53,000, in 150,000 shares of £1 each; 116,307 shares are issued and fully paid. No accounts jet issued. Transfer form, common ; fee, 2s. 6d. AKIM MINING. CONCESSION, LIMITED. Directors Qualification, 100 xhares . SecretaryE. T. Hollo ay. | A. H. Collier. 1 A. Quicve. and Offices a. C. Turtle, 1 10, Cockspur Street, S.W. This company was registered October 7th, 1909 to acquire from 0. f. Dickinson toe Oboporsu mining concession, situate in Eastern Akim, Gold Coast Colony. The consideration was £12,000 in fully-paid shares. The authorised capital is gZ O.OUO. in 20,000 shares of £1 each. AKTNASSI SYNDICATE ASHANTI . LIMITED- Directors yualincaiijn, £100 . Georjre Macdonald, Chairman. | O. S. Good. Solicitors Allen, Edwards & OMfleld. | Bankers Bank of british West Africa, Limited. Secretary and Offices Edwin S. P arce, 210, Capel House, E.C. .Receiver C. S. Good, 210, C apel House, E.C. This company was registered February 13th, 1902, being a reconstruction of a company of same name, registered July 5t.h, 1900 see vol. for 1902 , and in 190 the undertaking of the Wassau Consolidated Go d Fields, Ltd. registered April 26th, 1901, sec vol. for 1904 , was purchased for 90,780 shares credited as 1S . psid. Various concessions in West Africa were taken over, the company h s share interests in the Gold Fields of Eastern Akim, Ltd., Birrim Valley, Asiakwa, Kwaben Mines, Kyebi Lands, Caucasus Minerals, Gold Coast and Ashanti Corporation, Ac. The Nyabo Concession of five square miles, situate rast of Odnmassi, Gold Coast Colony, has been developed. The authorised capital is £150,000, in 150,000 shares of £1 each ; 144,659 hares are issued and fully paid, including 50,000 issued credited as fully paid",AFRIKANDER PROPRIETARY GOLD MINES LIMITED,Afrikander Roprietarvyw Igiold Mines Limited
261,285695,1908,"AFRlCATTMINING TRUST, LIMITED. Directors Qualification, 400 ordinary snares £100 . Edwin Wilding, Chairman. | Henry N. Stevens.",AFRLCATTMINING TRUST LIMITED,Afrlcattmining Trust Limited
262,292617,1908,"Transfer form, common ; fee, 2b. 6d. F AlgC AFRrCAN EXPlJORATION AND INVESTMENT COMPANY, LIMITED.",AFRRCAN EXPRJORATION AND INVESTMENT COMPANY,Afrrcan Exprjoration And Investment Company
263,458088,1911,AFRTCAN ASBESTOS Y TCATEri-l M ITED7,AFRTCAN ASBESTOS TCATERI ITED,Afrtcan Asbestos Tcateri Ited
264,405409,1910,AFRWAtf COMPANIES. 315,AFRWATF COMPANIES INDWE RAILWAY COLLIERIES,Afrwatf Companies Indwe Railway Collieries
265,831756,1917,"AFSRecICreAtaNry anMd EOTffiAceLs SR. SYNDICATE, LIMITED.",AFSRECICEEA EOTEE SYNDICATE LIMITED,Afsreciceea Eotee Syndicate Limited
266,462310,1911,AFttidAN COMPANIES. 221,AFTTIDAN COMPANIES CONSOLIDATED EXPLORATION SYNDICATE,Afttidan Companies Consolidated Exploration Syndicate
267,1033115,1921,AGATINE MINING CO LTD. Dlrectors.,AGATINE MINING LIMITED,Agatine Mining Limited
268,1074259,1922,"Di rectors-R. AGB. ABbObotTt;TES. A.EMMagEnrRflcYo; E.MAI.NWEhSltt,all; LCT.DS.olari ; F. Solal r . Secretary and Ofllces G. S. Craggs, 3, London Wall Buildings, 19.0. 2.",AGB ABBOB TES EMMBBE MAI,Agb Abbob Tes Emmbbe Mai
269,93576,1891,AGENCY AND EXPLORATION COMPANY OF,AGENCY AND EXPLORATION COMPANY AUSTRALASIA,Agency And Exploration Company Australasia
270,149314,1893,"AGNES BLOCK, LIMITED.",AGNES BLOCK LIMITED,Agnes Block Limited
271,504621,1911,ST. AGNES CON SP LID ATE D MINES. LI M I TE D.,AGNES CON LID ATE MINES,Agnes Con Olidated Mines Limited
272,566844,1912,ST. AGNES CONSOLIDATED MINES. LIMITED.,AGNES CONSOLIDATED MINES LIMITED,Agnes Consolidated Mines Limited
273,886575,1917,ST. AGNES CONSOL UDATED,AGNES CONSOLIDATED MINES LIMITED,Agnes Consolidated Mines Limited
274,58726,1889,"AGNES MINING COMPANY, LIMITED.",AGNES MINING COMPANY LIMITED,Agnes Mining Company Limited
275,116725,1891,AGNES MUNRO MAIN REEF GOLD MINING,AGNES MUNRO MAIN REEF GOLD,Agnes Munro Main Reef Gold
276,910174,1918,AGREAT AUSTRALIAN mnusrnv.,AGREAT AUSTRALIAN BROKEN HILL,Agreat Australian Broken Hill
277,421508,1910,"AGUA DIOS GOLD MINES COLOM Bl A , LI M ITED.",AGUA DIOS GOLD MINES COLOM,Agua Dios Golf Mvin Esjicolombia
278,365120,1909,AGUA DIPS GOLC M7rTES 7CQ L r iA rT lWTED;,AGUA DIPS GOLC RTES RWTED,Agua Dips Golc Rtes Rwted
279,365140,1909,AGUA SUJA MINING COMPANY. LIMITED.,AGUA SUJA MINING COMPANY LIMITED,Agua Suja Mining Company Limited
280,163,1887,AGUILAS SMELTING COMPANY.,AGUILAS SMELTING COMPANY,Aguilas Smelting Company
