loc,lat,lon,country,reg
Jodhpur,26.28,73.02,India,NA
Memphis,35.1087,-89.9663,United States,NA
Ogbomoso,8.1333,4.25,Nigeria,NA
Rangapukur,25.56,89.25,Bangladesh,NA
Managua,12.1544,-86.2738,Nicaragua,NA
Sanya,18.2533,109.5036,China,NA
Shymkent,42.3167,69.5958,Kazakhstan,NA
Wutong,30.6326,120.5474,China,NA
Niamey,13.515,2.1175,Niger,NA
Linhai,28.8523,121.1409,China,NA
Denizli,37.7667,29.0833,Turkey,NA
Maceio,-9.6658,-35.735,Brazil,NA
Wafangdian,39.6271,121.9972,China,NA
Zhongxiang,31.169,112.5853,China,NA
Louisville,38.1663,-85.6485,United States,NA
Odesa,46.4775,30.7326,Ukraine,NA
Thu Duc,10.8266,106.7609,Vietnam,NA
Volgograd,48.7086,44.5147,Russia,NA
Port-au-Prince,18.5333,-72.3333,Haiti,NA
Xinyi,22.3559,110.9369,China,NA
Raipur,21.25,81.63,India,NA
Arequipa,-16.4,-71.5333,Peru,NA
Zaoyang,32.1287,112.7581,China,NA
Buffalo,42.9018,-78.8487,United States,NA
Shuizhai,33.4433,114.8994,China,NA
Xingyi,25.091,104.9011,China,NA
Quetta,30.1833,67,Pakistan,NA
Kathmandu,27.7172,85.324,Nepal,NA
Lilongwe,-13.9833,33.7833,Malawi,NA
Asmara,15.3228,38.925,Eritrea,NA
Vientiane,17.9667,102.6,Laos,NA
Jerusalem,31.7784,35.2066,Israel,NA
Dushanbe,38.5367,68.78,Tajikistan,NA
Ashgabat,37.95,58.3833,Turkmenistan,NA
Zagreb,45.8167,15.9833,Croatia,NA
Libreville,0.3903,9.4542,Gabon,NA
Cotonou,6.3667,2.4333,Benin,NA
Pretoria,-25.7461,28.1881,South Africa,NA
Vilnius,54.6872,25.28,Lithuania,NA
Winnipeg,49.8844,-97.1464,Canada,NA
Quebec City,46.8139,-71.2081,Canada,NA
Chisinau,47.0228,28.8353,Moldova,NA
Port Moresby,-9.4789,147.14940000000001,Papua New Guinea,NA
Skopje,41.9961,21.4317,Macedonia,NA
Djibouti,11.5883,43.145,Djibouti,NA
The Hague,52.08,4.31,Netherlands,NA
Asuncion,-25.3,-57.6333,Paraguay,NA
Maseru,-29.31,27.48,Lesotho,NA
Bissau,11.85,-15.5667,Guinea-Bissau,NA
Valletta,35.8983,14.5125,Malta,NA
Bratislava,48.1439,17.1097,Slovakia,NA
Kitchener,43.4186,-80.4728,Canada,NA
Manama,26.225,50.5775,Bahrain,NA
Tallinn,59.4372,24.7453,Estonia,NA
Beirut,33.8869,35.5131,Lebanon,NA
Cape Town,-33.9253,18.4239,South Africa,NA
Tirana,41.3289,19.8178,Albania,NA
Sarajevo,43.8564,18.4131,Bosnia and Herzegovina,NA
Banjul,13.4531,-16.5775,Gambia,NA
Canberra,-35.2931,149.1269,Australia,NA
Yamoussoukro,6.8161,-5.2742000000000004,Cote d'Ivoire,NA
Windhoek,-22.57,17.0836,Namibia,NA
Porto-Novo,6.4972,2.605,Benin,NA
Ljubljana,46.0514,14.5061,Slovenia,NA
Nassau,25.0781,-77.3386,Bahamas,NA
Bloemfontein,-29.1167,26.2167,South Africa,NA
Fort-de-France,14.6,-61.0667,Martinique,NA
New Delhi,28.6139,77.209,India,NA
Gaborone,-24.6581,25.9122,Botswana,NA
Paramaribo,5.8522,-55.2039,Suriname,NA
Dodoma,-6.1731,35.7419,Tanzania,NA
Gibraltar,36.1333,-5.35,Gibraltar,NA
Malabo,3.75,8.7833,Equatorial Guinea,NA
Noumea,-22.2758,166.458,New Caledonia,NA
Pristina,42.6633,21.1622,Kosovo,NA
Port Louis,-20.1644,57.5042,Mauritius,NA
Podgorica,42.4413,19.2629,Montenegro,NA
Willemstad,12.108,-68.935,Cura̤ao,NA
Gitega,-3.4283,29.925,Burundi,NA
Reykjavik,64.1467,-21.94,Iceland,NA
Luxembourg,49.6117,6.1319,Luxembourg,NA
Papeete,-17.5334,-149.5667,French Polynesia,NA
Praia,14.918,-23.509,Cabo Verde,NA
Moroni,-11.699,43.256,Comoros,NA
Thimphu,27.4722,89.6361,Bhutan,NA
Mbabane,-26.3208,31.1617,Swaziland,NA
Honiara,-9.4319,159.9556,Solomon Islands,NA
Port of Spain,10.6667,-61.5167,Trinidad and Tobago,NA
Castries,14.0167,-60.9833,Saint Lucia,NA
Putrajaya,2.93,101.69,Malaysia,NA
Cayenne,4.933,-52.33,French Guiana,NA
Port-Vila,-17.7333,168.3167,Vanuatu,NA
Monaco,43.7333,7.4167,Monaco,NA
Tarawa,1.3382,173.0176,Kiribati,NA
Saint Helier,49.1858,-2.11,Jersey,NA
Mamoudzou,-12.7794,45.2272,Mayotte,NA
Majuro,7.0833,171.3833,Marshall Islands,NA
Kingstown,13.1578,-61.225,Saint Vincent and the Grenadines,NA
Saint John's,17.1167,-61.85,Antigua and Barbuda,NA
Nuku`alofa,-21.1333,-175.2,Tonga,NA
Belmopan,17.2514,-88.7669,Belize,NA
Roseau,15.3014,-61.3883,Dominica,NA
Basseterre,17.3,-62.7333,Saint Kitts and Nevis,NA
Torshavn,62,-6.7833,Faroe Islands,NA
Pago Pago,-14.274,-170.7046,American Samoa,NA
Grand Turk,21.4664,-71.136,Turks and Caicos Islands,NA
Palikir,6.9178,158.185,Federated States of Micronesia,NA
Funafuti,-8.5167,179.2,Tuvalu,NA
Vaduz,47.141,9.521,Liechtenstein,NA
Lobamba,-26.4465,31.2064,Swaziland,NA
Avarua,-21.207,-159.771,Cook Islands,NA
Saint George's,12.05,-61.75,Grenada,NA
Tifariti,26.158,-10.567,Morocco,NA
Philipsburg,18.0237,-63.0458,Sint Maarten,NA
Capitol Hill,15.2137,145.7546,Northern Mariana Islands,NA
Vatican City,41.904,12.453,Vatican City,NA
Alofi,-19.056,-169.921,Niue,NA
Basse-Terre,16.0104,-61.7055,Guadeloupe,NA
Hagta,13.4745,144.7504,Guam,NA
Brades,16.7928,-62.2106,Montserrat,NA
Yaren,-0.5477,166.9209,Nauru,NA
Gustavia,17.8958,-62.8508,Saint Barthelemy,NA
Ngerulmud,7.5006,134.6242,Palau,NA
Saint-Pierre,46.7811,-56.1764,Saint Pierre and Miquelon,NA
The Valley,18.2167,-63.05,Anguilla,NA
Mata-Utu,-13.2825,-176.1736,Wallis and Futuna,NA
Longyearbyen,78.2167,15.6333,Svalbard,NA
Adamstown,-25.0667,-130.0833,Pitcairn Islands,NA
Bareilly,28.364,79.415,India,NA
Quang Ha,15.9333,108.2667,Vietnam,NA
Domaa-Ahenkro,7.2833,-2.8833,Ghana,NA
Oklahoma City,35.4676,-97.5136,United States,NA
Xingcheng,24.1681,115.6669,China,NA
Dongtai,32.8534,120.3037,China,NA
Yingcheng,24.1878,113.4042,China,NA
Chiba,35.6073,140.1064,Japan,NA
Al Mijlad,11.0339,27.74,Sudan,NA
Pekanbaru,0.5092,101.4453,Indonesia,NA
Luocheng,22.7645,111.5745,China,NA
Dnipro,48.4675,35.04,Ukraine,NA
Danyang,31.9948,119.575,China,NA
Natal,-6.9838,-60.2699,Brazil,NA
Zamboanga City,6.9042,122.0761,Philippines,NA
Kirkuk,35.4667,44.3167,Iraq,NA
Bridgeport,41.1918,-73.1954,United States,NA
Wuchuan,21.4283,110.7749,China,NA
Huilong,31.8131,121.6574,China,NA
Morelia,19.7683,-101.1894,Mexico,NA
Cebu City,10.32,123.75,Philippines,NA
Coimbatore,11.0168,76.9558,India,NA
Setagaya,35.6466,139.6532,Japan,NA
Songnam,37.4333,127.15,South Korea,NA
Taishan,22.2486,112.785,China,NA
Teresina,-5.0949,-42.8042,Brazil,NA
Solapur,17.68,75.92,India,NA
Tangier,35.7767,-5.8039,Morocco,NA
Kermanshah,34.3142,47.065,Iran,NA
Krasnodar,45.0333,38.9667,Russia,NA
Baidoa,3.1167,43.65,Somalia,NA
Gaalkacyo,6.7697,47.4308,Somalia,NA
Anqiu,36.3619,119.1072,China,NA
Feicheng,36.186,116.772,China,NA
Seberang Jaya,5.4,100.4667,Malaysia,NA
El Alto,-16.5047,-68.1633,Bolivia,NA
Kitakyushu,33.8833,130.8833,Japan,NA
Khartoum North,15.6333,32.6333,Sudan,NA
Kisangani,0.5153,25.1911,Congo,NA
Aguascalientes,21.876,-102.296,Mexico,NA
Marrakech,31.63,-8.0089,Morocco,NA
New Orleans,30.0687,-89.9288,United States,NA
Taihe,30.8706,105.3784,China,NA
Trichinopoly,10.7903,78.7047,India,NA
Xin'an,34.3662,118.3369,China,NA
Taihecun,45.768,131.0063,China,NA
Kashgar,39.4681,75.9938,China,NA
Cankaya,39.9244,32.8856,Turkey,NA
Owerri,5.4833,7.0333,Nigeria,NA
Padang,-0.95,100.3531,Indonesia,NA
Qingzhou,36.6967,118.4797,China,NA
Lichuan,30.2965,108.9378,China,NA
Hengzhou,22.6896,109.2674,China,NA
Fort Worth,32.7817,-97.3474,United States,NA
Hartford,41.7661,-72.6834,United States,NA
Esenyurt,41.047,28.658,Turkey,NA
Campo Grande,-20.4839,-54.615,Brazil,NA
Zhuanghe,39.6896,122.9664,China,NA
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,NA
Ad Dammam,26.4333,50.1,Saudi Arabia,NA
Quzhou,28.9545,118.8763,China,NA
Lhasa,29.6534,91.1719,China,NA
Jiaozhou,36.2481,119.9625,China,NA
Bunia,1.5667,30.25,Congo,NA
Taguig City,14.52,121.05,Philippines,NA
Cancun,21.1606,-86.8475,Mexico,NA
Yangchun,22.1717,111.7846,China,NA
Dengtalu,36.1386,114.1066,China,NA
Moradabad,28.8389,78.7769,India,NA
Antipolo,14.5842,121.1763,Philippines,NA
Abeokuta,7.1608,3.3483,Nigeria,NA
Bucheon,37.5,126.7833,South Korea,NA
Zhoushan,29.9887,122.2049,China,NA
Tiruppur,11.1085,77.3411,India,NA
Chihuahua,28.6353,-106.0889,Mexico,NA
Klang,3.0333,101.45,Malaysia,NA
Gurgaon,28.456,77.029,India,NA
Tucson,32.1541,-110.8787,United States,NA
Hai'an,32.532,120.4604,China,NA
Ar Ramadi,33.4258,43.2992,Iraq,NA
Laiyang,36.9758,120.7136,China,NA
Jalandhar,31.2569,75.4432,India,NA
Marseille,43.2964,5.37,France,NA
Bucaramanga,7.1333,-73,Colombia,NA
Ikeja,6.6186,3.3426,Nigeria,NA
Eskisehir,39.7767,30.5206,Turkey,NA
Saltillo,25.4231,-100.9919,Mexico,NA
Gaomi,36.3833,119.75,China,NA
Liverpool,53.4075,-2.9919,United Kingdom,NA
Hermosillo,29.0989,-110.9542,Mexico,NA
Cochabamba,-17.3833,-66.1667,Bolivia,NA
Weichanglu,37.1792,119.9333,China,NA
Shache,38.4261,77.25,China,NA
Leping,28.9632,117.1203,China,NA
Hailun,47.4585,126.9632,China,NA
Macheng,31.1817,115.0189,China,NA
Akure,7.25,5.195,Nigeria,NA
Ilorin,8.5,4.55,Nigeria,NA
Saratov,51.5333,46.0167,Russia,NA
Erbil,36.1912,44.0092,Iraq,NA
Iguacu,-22.74,-43.47,Brazil,NA
Pasig City,14.575,121.0833,Philippines,NA
Dehui,44.5333,125.7,China,NA
Kalkaji Devi,28.5485,77.2513,India,NA
Bhubaneshwar,20.27,85.84,India,NA
Honolulu,21.3294,-157.846,United States,NA
Tongchuan,34.9057,108.9422,China,NA
Cheongju,36.6333,127.4833,South Korea,NA
Chengxiang,31.4515,121.1043,China,NA
Thessaloniki,40.6403,22.9347,Greece,NA
Warri,5.5167,5.75,Nigeria,NA
Sakai,34.5733,135.4831,Japan,NA
Pointe-Noire,-4.8,11.85,Congo,NA
Rongjiawan,29.1409,113.1087,China,NA
Mediouna,33.45,-7.51,Morocco,NA
Butterworth,5.3992000000000004,100.3639,Malaysia,NA
Renqiu,38.7094,116.1008,China,NA
Xindi,29.8182,113.4653,China,NA
Bhayandar,19.29,72.85,India,NA
Wu'an,36.6941,114.1847,China,NA
Mandvi,19.3,72.85,India,NA
Barinas,8.6333,-70.2,Venezuela,NA
Zijinglu,34.7513,112.9854,China,NA
Gaoyou,32.7847,119.4432,China,NA
Culiacan,24.8069,-107.3939,Mexico,NA
Hejian,38.4451,116.0897,China,NA
Androtsy,-24.1,46.3,Madagascar,NA
McAllen,26.2252,-98.2467,United States,NA
Qingping,34.538,113.3796,China,NA
Omaha,41.2627,-96.0529,United States,NA
Joao Pessoa,-7.12,-34.88,Brazil,NA
Dongyang,29.2785,120.2282,China,NA
Queretaro,20.5875,-100.3928,Mexico,NA
Krakow,50.0614,19.9372,Poland,NA
Abaete,-19.1583,-45.4522,Brazil,NA
Xigaze,29.25,88.8833,China,NA
Seyhan,36.9831,35.3328,Turkey,NA
Niigata,37.9161,139.0364,Japan,NA
Hempstead,40.6629,-73.6089,United States,NA
Hamamatsu,34.7108,137.7275,Japan,NA
Bagcilar,41.0344,28.8564,Turkey,NA
Xiangxiang,27.7389,112.5223,China,NA
Bilbao,43.2569,-2.9236,Spain,NA
Chaohucun,31.6783,117.7353,China,NA
Kucukcekmece,41,28.8,Turkey,NA
Lubango,-14.9167,13.5,Angola,NA
Zouping,36.8625,117.7424,China,NA
Khujand,40.2833,69.6333,Tajikistan,NA
Nottingham,52.9533,-1.15,United Kingdom,NA
Cencheng,22.9297,111.0186,China,NA
Hamhung,39.9167,127.5333,North Korea,NA
Korla,41.7259,86.1746,China,NA
Rajshahi,24.3667,88.6,Bangladesh,NA
Erzurum,39.9086,41.2769,Turkey,NA
Frankfurt,50.1106,8.6822,Germany,NA
Al `Ayn,24.2075,55.7447,United Arab Emirates,NA
Songzi,30.1772,111.7732,China,NA
Albuquerque,35.1054,-106.6465,United States,NA
Patiala,30.34,76.38,India,NA
Laixi,36.8667,120.5333,China,NA
Bahawalpur,29.3956,71.6836,Pakistan,NA
Zhongba,31.7761,104.7406,China,NA
Kaduna,10.5167,7.4333,Nigeria,NA
Qingnian,36.8494,115.7061,China,NA
San Pedro Sula,15.5,-88.0333,Honduras,NA
Qamdo,31.1375,97.1777,China,NA
Xinhualu,34.3962,113.7249,China,NA
Nerima,35.7355,139.6517,Japan,NA
Guangshui,31.6189,113.8229,China,NA
Baardheere,2.3333,42.2833,Somalia,NA
Samarinda,-0.5,117.1378,Indonesia,NA
Changhua,24.0667,120.5333,Taiwan,NA
Sizhan,39.0099,106.3694,China,NA
Ciudad Guayana,8.3667,-62.65,Venezuela,NA
Cucuta,7.8942,-72.5039,Colombia,NA
Dhulia,20.8997,74.7697,India,NA
Burco,9.5279,45.5345,Somalia,NA
Licheng,31.4174,119.4786,China,NA
Ota-ku,35.5613,139.716,Japan,NA
Tyumen,57.15,65.5333,Russia,NA
Nampula,-15.1167,39.2667,Mozambique,NA
Zaporizhzhia,47.85,35.1175,Ukraine,NA
Kyaukse,21.6131,96.1303,Myanmar,NA
Chengguan,35.5256,113.6976,China,NA
Kumamoto,32.8031,130.7078,Japan,NA
Osogbo,7.7667,4.5667,Nigeria,NA
Cabinda,-5.56,12.19,Angola,NA
Zunhua,40.1881,117.9593,China,NA
Valenzuela,14.7,120.98,Philippines,NA
Orumiyeh,37.5486,45.0675,Iran,NA
Wugang,26.7345,110.6293,China,NA
Shuangqiao,35.0833,112.5833,China,NA
Tshikapa,-6.4167,20.8,Congo,NA
Cagayan de Oro,8.4833,124.65,Philippines,NA
Tondo,14.617,120.967,Philippines,NA
Langzhong,31.5504,105.9938,China,NA
Qian'an,40.0059,118.6973,China,NA
Sarasota,27.3387,-82.5432,United States,NA
Reynosa,26.0922,-98.2778,Mexico,NA
An Najaf,32,44.33,Iraq,NA
Sagamihara,35.5667,139.3667,Japan,NA
Mississauga,43.6,-79.65,Canada,NA
Okayama,34.65,133.9167,Japan,NA
Torreon,25.5394,-103.4486,Mexico,NA
Shihezi,44.3054,86.0804,China,NA
Enugu,6.4528,7.5111,Nigeria,NA
Jaboatao,-8.1803,-35.0014,Brazil,NA
Tulsa,36.1283,-95.9042,United States,NA
Yanggok,37.6333,127.2167,South Korea,NA
Yatou,37.1653,122.4867,China,NA
Edogawa,35.7066,139.8683,Japan,NA
Allentown,40.5961,-75.4756,United States,NA
Ribeirao Preto,-21.1783,-47.8067,Brazil,NA
Xichang,27.8983,102.2706,China,NA
Latakia,35.5167,35.7833,Syria,NA
Bhiwandi,19.2967,73.0631,India,NA
Dasmarinas,14.3294,120.9367,Philippines,NA
Dayton,39.7805,-84.2003,United States,NA
Saharanpur,29.964,77.546,India,NA
Warangal,17.9689,79.5941,India,NA
Osasco,-23.5328,-46.7919,Brazil,NA
Dashiqiao,40.6328,122.5021,China,NA
Nampo,38.7333,125.4,North Korea,NA
Shiliguri,26.71,88.43,India,NA
Banjarmasin,-3.32,114.5925,Indonesia,NA
Sha Tin,22.3802,114.1898,Hong Kong,NA
General Santos,6.1167,125.1667,Philippines,NA
Cocody,5.35,-3.9667,Cote d'Ivoire,NA
Hamah,35.1333,36.75,Syria,NA
Pendik,40.8747,29.235,Turkey,NA
Bacoor,14.4624,120.9645,Philippines,NA
Vellore,12.9165,79.1325,India,NA
Shishi,24.7355,118.6434,China,NA
Adachi,35.7749,139.8044,Japan,NA
Qianxi,27.0284,106.0327,China,NA
Tolyatti,53.5089,49.4222,Russia,NA
Bauchi,10.3158,9.8442,Nigeria,NA
Gaizhou,40.4019,122.3499,China,NA
Karbala',32.6167,44.0333,Iraq,NA
Leling,37.7333,117.2167,China,NA
Jianshe,34.2189,113.7693,China,NA
Shizuoka,34.9756,138.3828,Japan,NA
Charleston,32.8168,-79.9687,United States,NA
Jingcheng,32.0058,120.2547,China,NA
Mar del Plata,-38,-57.55,Argentina,NA
Cape Coral,26.6443,-81.9957,United States,NA
Tasikmalaya,-7.3161,108.1975,Indonesia,NA
Xinmin,41.9952,122.8224,China,NA
Shanhu,29.5908,120.8176,China,NA
Zhongshu,27.8116,106.4133,China,NA
Gorakhpur,26.7637,83.4039,India,NA
Wroclaw,51.11,17.0325,Poland,NA
Bahar,34.9072,48.4414,Iran,NA
Kumul,42.8193,93.5151,China,NA
Pinghu,30.7005,121.0104,China,NA
Tlaquepaque,20.6167,-103.3167,Mexico,NA
Songyang,34.4603,113.028,China,NA
Ch'ongjin,41.7833,129.7667,North Korea,NA
Qionghu,28.8417,112.3595,China,NA
Zhaodong,46.0635,125.9773,China,NA
Narela,28.8527,77.0929,India,NA
Huambo,-12.7767,15.7347,Angola,NA
Wenchang,31.054,116.9507,China,NA
Villavicencio,4.15,-73.6333,Colombia,NA
Shulan,44.4079,126.9429,China,NA
Tlalnepantla,19.5367,-99.1947,Mexico,NA
Catia La Mar,10.6,-67.0333,Venezuela,NA
Sargodha,32.0836,72.6711,Pakistan,NA
Al Hufuf,25.3833,49.5833,Saudi Arabia,NA
Jalingo,8.9195,11.3264,Nigeria,NA
Bouake,7.6833,-5.0167,Cote d'Ivoire,NA
Mazatlan,23.2167,-106.4167,Mexico,NA
Ansan,37.3167,126.8333,South Korea,NA
Abomey-Calavi,6.4486,2.3556,Benin,NA
Hwasu-dong,37.1997,126.8314,South Korea,NA
Sialkot City,32.4925,74.5311,Pakistan,NA
Bulawayo,-20.17,28.58,Zimbabwe,NA
Sanhe,39.9808,117.0701,China,NA
Ch'onan,36.8167,127.1667,South Korea,NA
Contagem,-19.9319,-44.0539,Brazil,NA
Jieshou,33.2605,115.3618,China,NA
Selcuklu,37.8814,32.4922,Turkey,NA
Erer Sata,9.5667,41.3833,Ethiopia,NA
Honcho,35.6946,139.9826,Japan,NA
Dusseldorf,51.2333,6.7833,Germany,NA
Izhevsk,56.85,53.2167,Russia,NA
Guntur,16.3008,80.4428,India,NA
Guixi,28.2861,117.2083,China,NA
Sorocaba,-23.5017,-47.4581,Brazil,NA
Yildirim,40.11,29.0821,Turkey,NA
Petaling Jaya,3.0972,101.6444,Malaysia,NA
Tengyue,25.0208,98.4972,China,NA
Wuxue,29.8518,115.5539,China,NA
Rasulpur,28.57,77.32,India,NA
Bhavnagar,21.76,72.15,India,NA
Brahmapur,19.315,84.7941,India,NA
Gaobeidian,39.3257,115.8678,China,NA
Ruiming,25.8833,116.0333,China,NA
Columbia,34.0378,-80.9036,United States,NA
Concord,37.9722,-122.0016,United States,NA
Noida,28.57,77.32,India,NA
Gold Coast,-28.0167,153.4,Australia,NA
Xinshi,31.0236,113.1079,China,NA
Ta`izz,13.5789,44.0219,Yemen,NA
Aracaju,-10.9167,-37.05,Brazil,NA
Jeonju,35.8167,127.15,South Korea,NA
Bhangar,22.58,88.42,India,NA
Jin'e,29.3395,105.2868,China,NA
Barnaul,53.3333,83.75,Russia,NA
Makati City,14.5567,121.0214,Philippines,NA
Changping,40.2248,116.1944,China,NA
Benghazi,32.1167,20.0667,Libya,NA
Kryvyi Rih,47.9086,33.3433,Ukraine,NA
Halwan,29.8453,31.3333,Egypt,NA
Suohe,34.7879,113.392,China,NA
Chimalhuacan,19.4167,-98.9,Mexico,NA
Xinxing,39.8734,124.1453,China,NA
Bhilai,21.3667,81.7167,India,NA
Mangalore,12.902,74.8253,India,NA
Port-Bouet,5.2667,-3.9,Cote d'Ivoire,NA
Zhuangyuan,37.3056,120.8275,China,NA
Namangan,41.0011,71.6683,Uzbekistan,NA
Ulyanovsk,54.3167,48.3667,Russia,NA
Tan An,10.905,106.6994,Vietnam,NA
Irkutsk,52.2833,104.2833,Russia,NA
Nagercoil,8.1833,77.4119,India,NA
Pontianak,-0.0206,109.3414,Indonesia,NA
Turpan,42.9512,89.1895,China,NA
Las Pinas City,14.45,120.98,Philippines,NA
Knoxville,35.9692,-83.9496,United States,NA
Meihekou,42.5279,125.678,China,NA
Jurong,31.9579,119.1595,China,NA
Khabarovsk,48.4833,135.0667,Russia,NA
Zhugang,28.1277,121.2288,China,NA
Leipzig,51.34,12.375,Germany,NA
Xinji,37.9423,115.2118,China,NA
Serang,-6.12,106.1503,Indonesia,NA
Jambi,-1.59,103.61,Indonesia,NA
Kandahar,31.62,65.7158,Afghanistan,NA
Gothenburg,57.7075,11.9675,Sweden,NA
Yaroslavl,57.6167,39.85,Russia,NA
Baton Rouge,30.442,-91.1311,United States,NA
Zhangshu,28.0667,115.5375,China,NA
Vladivostok,43.1333,131.9,Russia,NA
Ogden,41.2279,-111.9682,United States,NA
Kuantan,3.8167,103.3333,Malaysia,NA
Raurkela,22.2492,84.8828,India,NA
Cuttack,20.5236,85.7881,India,NA
Ar Rayyan,25.25,51.4,Qatar,NA
Haifa,32.8192,34.9992,Israel,NA
Malanje,-9.5333,16.35,Angola,NA
Bacolod,10.6765,122.9509,Philippines,NA
Zhuozhou,39.4887,115.9918,China,NA
Grand Rapids,42.9619,-85.6562,United States,NA
Uberlandia,-18.9231,-48.2886,Brazil,NA
Tianchang,32.6853,119.0041,China,NA
Kawaguchi,35.8077,139.7241,Japan,NA
Itabashi,35.7512,139.7093,Japan,NA
Suginami-ku,35.6995,139.6364,Japan,NA
Cimahi,-6.8712,107.5548,Indonesia,NA
Tuxtla,16.7528,-93.1167,Mexico,NA
Garoua,9.3,13.4,Cameroon,NA
Hafr al Batin,28.4342,45.9636,Saudi Arabia,NA
Tumkur,13.34,77.1,India,NA
Balikpapan,-1.2768,116.8277,Indonesia,NA
Durban,-29.8833,31.05,South Africa,NA
Kagoshima,31.6,130.55,Japan,NA
Makhachkala,42.9833,47.4833,Russia,NA
Sihui,23.3448,112.6956,China,NA
Irapuato,20.6667,-101.35,Mexico,NA
Brampton,43.6833,-79.7667,Canada,NA
Mbale,1.0806,34.175,Uganda,NA
Pereira,4.8143,-75.6946,Colombia,NA
Bakersfield,35.3529,-119.0359,United States,NA
Uvira,-3.4,29.15,Congo,NA
Dortmund,51.5167,7.4667,Germany,NA
Chuxiong,25.0461,101.5436,China,NA
Mission Viejo,33.6096,-117.6551,United States,NA
Zahedan,29.4964,60.8628,Iran,NA
New Haven,41.3113,-72.9246,United States,NA
Shah Alam,3.0722,101.5167,Malaysia,NA
Wenlan,23.3989,103.3631,China,NA
Cuiaba,-15.5958,-56.0969,Brazil,NA
Shangzhi,45.2116,127.962,China,NA
Botou,38.074,116.57,China,NA
Mymensingh,24.7539,90.4031,Bangladesh,NA
Anyang,37.3833,126.9333,South Korea,NA
Genoa,44.4111,8.9328,Italy,NA
Durgapur,23.55,87.32,India,NA
Port Sudan,19.6167,37.2167,Sudan,NA
Al Mafraq,32.3399,36.2052,Jordan,NA
Puente Alto,-33.6167,-70.5667,Chile,NA
Dehra Dun,30.345,78.029,India,NA
At Ta'if,21.2751,40.4062,Saudi Arabia,NA
Wancheng,18.8,110.4,China,NA
Hachioji,35.6664,139.316,Japan,NA
Fu'an,27.1,119.6333,China,NA
Tomsk,56.4886,84.9522,Russia,NA
Tonala,20.6167,-103.2333,Mexico,NA
Juiz de Fora,-21.7619,-43.3494,Brazil,NA
Kolwezi,-10.7167,25.4667,Congo,NA
Chapra,25.7848,84.7274,India,NA
Luofeng,37.359,120.396,China,NA
Lingyuan,41.2407,119.3957,China,NA
Irbid,32.55,35.85,Jordan,NA
Wencheng,19.6167,110.75,China,NA
Bremen,53.0833,8.8,Germany,NA
Orenburg,51.7667,55.1,Russia,NA
Shenzhou,38.0005,115.5541,China,NA
Asansol,23.68,86.99,India,NA
Kuiju,36.8528,119.3904,China,NA
Zhenzhou,32.2739,119.1619,China,NA
Surakarta,-7.5667,110.8167,Indonesia,NA
Dresden,51.05,13.74,Germany,NA
Kolhapur,16.6917,74.2333,India,NA
Benguela,-12.55,13.4167,Angola,NA
Kemerovo,55.3667,86.0667,Russia,NA
Lanxi,29.2167,119.4722,China,NA
Dangyang,30.8258,111.791,China,NA
Faridpur,23.602,89.833,Bangladesh,NA
Herat,34.3419,62.2031,Afghanistan,NA
Luanzhou,39.7396,118.6978,China,NA
Hamadan,34.8064,48.5161,Iran,NA
Novokuznetsk,53.7667,87.1333,Russia,NA
Nellore,14.45,79.99,India,NA
Chiclayo,-6.763,-79.8366,Peru,NA
Nanded,19.15,77.3,India,NA
Ajmer,26.4499,74.6399,India,NA
Al Hudaydah,14.8022,42.9511,Yemen,NA
Kimhae,35.2342,128.8811,South Korea,NA
Provo,40.2457,-111.6457,United States,NA
Rustenburg,-25.6667,27.2428,South Africa,NA
Amravati,20.9258,77.7647,India,NA
Poznan,52.4083,16.9336,Poland,NA
Huanghua,38.371,117.3329,China,NA
Londrina,-23.31,-51.1628,Brazil,NA
Nansana,0.3639,32.5286,Uganda,NA
Akron,41.0798,-81.5219,United States,NA
Samarkand,39.6547,66.9758,Uzbekistan,NA
Hannover,52.3667,9.7167,Germany,NA
Valledupar,10.4833,-73.25,Colombia,NA
Fengcheng,40.4543,124.0646,China,NA
Ixtapaluca,19.3186,-98.8822,Mexico,NA
Ghulja,43.9,81.35,China,NA
Ananindeua,-1.3658,-48.3719,Brazil,NA
Fuding,27.2,120.2,China,NA
An Nasiriyah,31.0439,46.2575,Iraq,NA
Ibague,4.4333,-75.2333,Colombia,NA
Ryazan,54.63,39.7425,Russia,NA
Kassala,15.45,36.4,Sudan,NA
Chang'an,29.4761,113.448,China,NA
Koto-ku,35.6728,139.8173,Japan,NA
Salta,-24.7833,-65.4167,Argentina,NA
Astrakhan,46.35,48.035,Russia,NA
Gulbarga,17.329,76.825,India,NA
Cadaado,6.1403,46.6256,Somalia,NA
Wuhai,39.6844,106.8158,China,NA
Mingguang,32.7816,117.9899,China,NA
Antwerp,51.2178,4.4003,Belgium,NA
Ardabil,38.2425,48.29,Iran,NA
Bikaner,28.0167,73.3119,India,NA
Agartala,23.8333,91.2833,India,NA
Ndola,-12.9667,28.6333,Zambia,NA
Himeji,34.8167,134.6833,Japan,NA
Palm Bay,27.9631,-80.6593,United States,NA
Ailan Mubage,43.908,81.2777,China,NA
Bandar `Abbas,27.1833,56.2667,Iran,NA
